 61.55176900,  58.32630900,  53.36126000
 62.02516000,  58.85451400,  54.06527300
 62.26492200,  59.29118900,  54.06537800
 63.08086400,  59.34453000,  54.18714600
 63.54135400,  59.79531700,  54.39032600
 63.90754900,  59.81957300,  54.64283400
 63.99171000,  59.82494400,  55.82277500
 64.02325600,  59.94020700,  56.15912300
 64.82606300,  60.10616600,  56.25509900
 64.97238400,  60.64121300,  57.01067900
 65.05930300,  60.77933800,  59.35301500
 65.34722500,  60.84861600,  59.53452400
 65.51730000,  60.88092400,  59.94222100
 65.52817700,  61.33686300,  60.18021500
 65.73693000,  61.42532400,  60.39803300
 66.15417100,  61.52087700,  60.70960200
 66.23207300,  61.77327000,  60.74347700
 66.85979500,  61.86126400,  60.74690000
 67.34527600,  61.95426300,  60.90023000
 67.55914500,  62.03354200,  60.92429900
 68.17087500,  62.04883400,  60.96227900
 68.52498400,  62.14469400,  61.00148500
 68.76720300,  62.28845100,  61.02386000
 68.86476000,  62.29316600,  61.15689200
 68.87616200,  62.38745900,  61.40512900
 69.39591900,  62.40925500,  61.40863200
 69.57174900,  62.45560100,  61.68489400
 69.68165200,  62.53624600,  61.68516300
 69.80630800,  62.63018600,  61.73862600
 70.03863700,  62.76400300,  61.80469800
 70.65997100,  62.86698800,  61.89671100
 70.73401800,  62.96486300,  62.19307200
 70.82782400,  63.01457500,  62.27241500
 71.53392600,  63.12974900,  62.38283700
 71.78943400,  63.24445900,  62.42527200
 72.05348100,  63.30707100,  62.48422500
 72.45265300,  63.36433500,  62.51603000
 72.68824300,  63.51300000,  62.60350600
 72.81212000,  63.53538200,  62.62030000
 73.11901000,  63.57487600,  62.62701900
 73.27634300,  63.63084400,  62.90786500
 73.53619800,  63.70148000,  63.23526100
 73.63539300,  63.75589600,  63.27307700
 73.75276100,  63.94190700,  63.30906900
 74.47696300,  63.99454700,  63.39971700
 74.65182300,  64.03632300,  63.47167600
 76.07635600,  64.19111200,  63.58235500
 76.46177800,  64.20881800,  63.67802700
 76.65652000,  64.48307400,  63.73132500
 76.84035900,  64.50153600,  63.80065400
 78.50054500,  64.62651000,  63.83058600
 78.55052600,  64.78731800,  64.15395800
 79.23715000,  65.56969700,  64.16233700
 79.75664000,  65.99274300,  64.37350600
 79.87147200,  66.04844800,  64.45910200
 80.12720200,  66.72373200,  64.48634500
 80.61916000,  66.80471500,  64.54504100
 80.92503900,  67.97150200,  64.70782600
 82.80345000,  68.30878500,  64.75504300
 82.86653000,  70.91295000,  64.77828100
 83.24556700,  72.90725300,  65.35214900
 83.92999500,  74.50995200,  65.74772700
 84.30899500,  75.19710300,  67.14535200
 84.86388400,  76.61779000,  68.18994900
 84.94716600,  76.71000300,  70.92339200
 85.40770600,  78.32973900,  73.41383400
 85.49806900,  81.36598200,  74.08291400
 85.96842300,  82.73806600,  78.02707600
 86.02508300,  83.07131100,  80.96694500
 86.99156200,  83.82867900,  84.10450900
 87.74889700,  84.39212200,  84.23389600
 87.75781600,  84.93934000,  84.92360200
 88.91053800,  85.01729400,  85.39284700
 89.00735900,  85.12067700,  85.47936700
 89.22564400,  85.90016000,  85.62939700
 89.36227800,  86.11826900,  85.76085400
 89.44261400,  86.36140700,  85.90875000
 89.89545700,  86.78826200,  85.96778900
 90.89893500,  87.47276300,  86.02431200
 91.07465600,  87.65979900,  86.45820100
 91.25552600,  87.72233300,  86.67427100
 91.31377200,  87.93474400,  86.76411600
 91.33375500,  88.24102500,  86.79271600
 91.34429500,  88.59619800,  87.15191600
 91.70206100,  88.66802300,  87.28589100
 92.41822100,  88.67409400,  87.49480100
 92.50872300,  88.90014800,  87.70876700
 92.76830800,  88.95648800,  87.94050700
 92.99686600,  88.97471400,  88.39045100
 93.04959700,  89.05399400,  88.69804800
 93.16829300,  89.24425300,  88.73835500
 95.12685100,  89.82341100,  88.78497600
 95.63603800,  91.82597700,  89.14636600
 95.97914700,  92.30963500,  89.24180700
 97.78119700,  92.57050200,  89.56303200
 97.88392100,  93.59440700,  89.64483800
 99.07316000,  94.35738400,  89.98608600
 99.64697100,  95.29850600,  92.67851700
127.44060800,  98.06850000,  94.25577600
131.38071700,  98.61574800,  98.19157400
