DEFAULT  2019-10-04 02:28:03,836: ROVER version 1.0.4 - starting retrieve
DEFAULT  2019-10-04 02:28:03,838: Status available at http://127.0.0.1:8000
DEFAULT  2019-10-04 02:28:03,857: Trying new retrieval attempt 1 of 3.
DEFAULT  2019-10-04 02:28:04,101: Downloading TA_109C 2014-060 (N_S 1/10; day 1/17)
DEFAULT  2019-10-04 02:28:04,108: Downloading TA_109C 2014-061 (N_S 1/10; day 2/17)
DEFAULT  2019-10-04 02:28:20,616: Downloading TA_109C 2014-062 (N_S 1/10; day 3/17)
DEFAULT  2019-10-04 02:28:22,831: Downloading TA_109C 2014-063 (N_S 1/10; day 4/17)
DEFAULT  2019-10-04 02:28:36,672: Downloading TA_109C 2014-064 (N_S 1/10; day 5/17)
DEFAULT  2019-10-04 02:28:38,055: Downloading TA_109C 2014-065 (N_S 1/10; day 6/17)
DEFAULT  2019-10-04 02:28:52,053: Downloading TA_109C 2014-066 (N_S 1/10; day 7/17)
DEFAULT  2019-10-04 02:28:53,159: Downloading TA_109C 2014-067 (N_S 1/10; day 8/17)
DEFAULT  2019-10-04 02:29:07,258: Downloading TA_109C 2014-068 (N_S 1/10; day 9/17)
DEFAULT  2019-10-04 02:29:08,010: Downloading TA_109C 2014-069 (N_S 1/10; day 10/17)
DEFAULT  2019-10-04 02:29:23,401: Downloading TA_109C 2014-070 (N_S 1/10; day 11/17)
DEFAULT  2019-10-04 02:29:26,547: Downloading TA_109C 2014-071 (N_S 1/10; day 12/17)
DEFAULT  2019-10-04 02:29:39,723: Downloading TA_109C 2014-072 (N_S 1/10; day 13/17)
DEFAULT  2019-10-04 02:29:41,825: Downloading TA_109C 2014-073 (N_S 1/10; day 14/17)
DEFAULT  2019-10-04 02:29:55,051: Downloading TA_109C 2014-074 (N_S 1/10; day 15/17)
DEFAULT  2019-10-04 02:29:57,147: Downloading TA_109C 2014-075 (N_S 1/10; day 16/17)
DEFAULT  2019-10-04 02:30:11,256: Downloading TA_109C 2014-076 (N_S 1/10; day 17/17)
DEFAULT  2019-10-04 02:30:11,643: Downloading TA_121A 2014-060 (N_S 2/10; day 1/17)
DEFAULT  2019-10-04 02:30:14,196: Downloading TA_121A 2014-061 (N_S 2/10; day 2/17)
